,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Returns,Log_Returns,Volatility,MA20,MA50,Day_Count
2023-10-03 02:23:41.323735,120.0,121.4,118.65,120.0,62443820,0.0,0.0,GOOGL,-0.0024999999999999467,-0.002503130218118477,0.02226256281788818,123.431,111.598,0
2023-10-04 02:23:41.323735,120.34,120.25,117.48,119.7,43353828,0.0,0.0,GOOGL,-0.0024999999999999467,-0.002503130218118477,0.02226256281788818,123.431,111.598,1
2023-10-05 02:23:41.323735,119.44,122.11,120.41,121.46,33732527,0.0,0.0,GOOGL,0.014703425229740885,0.014596377905501688,0.02226256281788818,123.431,111.598,2
2023-10-06 02:23:41.323735,121.82,126.2,124.29,125.6,55811112,0.0,0.0,GOOGL,0.03408529557055817,0.033517263564668984,0.02226256281788818,123.431,111.598,3
2023-10-09 02:23:41.323735,124.59,127.46,123.71,125.02,75690925,0.0,0.0,GOOGL,-0.004617834394904485,-0.004628529530432035,0.02226256281788818,123.431,111.598,4
2023-10-10 02:23:41.323735,125.3,126.55,122.69,124.44,75748371,0.0,0.0,GOOGL,-0.004639257718764944,-0.004650052474229969,0.02226256281788818,123.431,111.598,5
2023-10-11 02:23:41.323735,125.7,130.36,127.57,128.83,40514316,0.0,0.0,GOOGL,0.035278045644487444,0.03467003377399722,0.02226256281788818,123.431,111.598,6
2023-10-12 02:23:41.323735,127.95,131.12,128.83,131.08,51660647,0.0,0.0,GOOGL,0.017464876193433287,0.017314118027180567,0.02226256281788818,123.431,111.598,7
2023-10-13 02:23:41.323735,131.2,130.5,128.61,129.79,32698153,0.0,0.0,GOOGL,-0.009841318278913769,-0.009890064130946376,0.02226256281788818,123.431,111.598,8
2023-10-16 02:23:41.323735,129.37,132.6,130.84,131.42,79737866,0.0,0.0,GOOGL,0.012558748747977466,0.012480541770054173,0.02226256281788818,123.431,111.598,9
2023-10-17 02:23:41.323735,131.7,130.22,128.23,130.15,78867074,0.0,0.0,GOOGL,-0.00966367371785104,-0.009710670029147302,0.02226256281788818,123.431,111.598,10
2023-10-18 02:23:41.323735,130.17,129.56,128.7,128.95,58970535,0.0,0.0,GOOGL,-0.00922013061851723,-0.009262899113220733,0.02226256281788818,123.431,111.598,11
2023-10-19 02:23:41.323735,128.53,131.92,128.54,129.68,68264843,0.0,0.0,GOOGL,0.005661108956960259,0.005645145100067074,0.02226256281788818,123.431,111.598,12
2023-10-20 02:23:41.323735,130.0,124.8,123.4,124.49,62906009,0.0,0.0,GOOGL,-0.04002159161011731,-0.04084448603372619,0.02226256281788818,123.431,111.598,13
2023-10-23 02:23:41.323735,125.61,121.15,118.94,120.15,55589493,0.0,0.0,GOOGL,-0.03486223793075738,-0.03548442921121654,0.02226256281788818,123.431,111.598,14
2023-10-24 02:23:41.323735,120.04,119.5,115.39,118.74,23200879,0.0,0.0,GOOGL,-0.011735330836454505,-0.011804733339948633,0.02226256281788818,123.431,111.598,15
2023-10-25 02:23:41.323735,119.16,116.19,114.9,116.16,47285860,0.0,0.0,GOOGL,-0.021728145528044474,-0.021967677766043407,0.02226256281788818,123.431,111.598,16
2023-10-26 02:23:41.323735,115.41,117.85,114.64,117.06,60487178,0.0,0.0,GOOGL,0.00774793388429762,0.0077180727865889835,0.02226256281788818,123.431,111.598,17
2023-10-27 02:23:41.323735,116.5,116.37,113.89,114.74,60651896,0.0,0.0,GOOGL,-0.019818896292499666,-0.020017924689349934,0.02226256281788818,123.431,111.598,18
2023-10-30 02:23:41.323735,115.01,112.43,110.15,111.16,42387357,0.0,0.0,GOOGL,-0.03120097611992334,-0.031698094299422074,0.02226256281788818,123.431,111.598,19
2023-10-31 02:23:41.323735,111.98,116.17,114.91,115.0,76501519,0.0,0.0,GOOGL,0.034544800287873434,0.03396152348894719,0.02226256281788818,123.181,111.598,20
2023-11-01 02:23:41.323735,115.2,115.76,113.81,114.48,30041421,0.0,0.0,GOOGL,-0.004521739130434743,-0.004531993115054557,0.022270065934322705,122.92,111.598,21
2023-11-02 02:23:41.323735,114.3,114.95,114.01,114.73,50021566,0.0,0.0,GOOGL,0.002183787561146122,0.0021814065628562238,0.021949751482949295,122.5835,111.598,22
2023-11-03 02:23:41.323735,114.73,112.7,109.61,111.04,61453038,0.0,0.0,GOOGL,-0.0321624684040791,-0.03269104505255721,0.021101801880513492,121.85549999999998,111.598,23
2023-11-06 02:23:41.323735,110.34,110.69,109.62,109.72,61828148,0.0,0.0,GOOGL,-0.011887608069164335,-0.011958830689091959,0.021140591771614977,121.09049999999999,111.598,24
2023-11-07 02:23:41.323735,110.05,112.82,109.64,110.09,58918337,0.0,0.0,GOOGL,0.0033722201968648946,0.003366547012909448,0.021249202437896395,120.373,111.598,25
2023-11-08 02:23:41.323735,110.58,107.19,106.64,107.04,36517292,0.0,0.0,GOOGL,-0.02770460532291763,-0.02809561670239348,0.019414374124258987,119.28349999999998,111.598,26
2023-11-09 02:23:41.323735,106.8,109.61,105.29,108.17,29372394,0.0,0.0,GOOGL,0.010556801195814591,0.010501467262279823,0.018974437460553998,118.13799999999999,111.598,27
2023-11-10 02:23:41.323735,107.91,106.98,105.67,106.58,58156419,0.0,0.0,GOOGL,-0.014699084773966975,-0.014808186773562073,0.0190116122318745,116.97749999999999,111.598,28
2023-11-13 02:23:41.323735,106.72,106.72,104.55,105.84,55958126,0.0,0.0,GOOGL,-0.006943141302308109,-0.0069673570619359386,0.018300484499561204,115.6985,111.598,29
2023-11-14 02:23:41.323735,105.61,106.25,103.64,104.19,30761360,0.0,0.0,GOOGL,-0.01558956916099774,-0.01571236438260791,0.018332383173652603,114.4005,111.598,30
2023-11-15 02:23:41.323735,104.15,111.01,108.0,109.69,62308348,0.0,0.0,GOOGL,0.052788175448699404,0.051442049999150335,0.023222877162237324,113.4375,111.598,31
2023-11-16 02:23:41.323735,110.84,110.68,109.06,109.75,47310319,0.0,0.0,GOOGL,0.0005469960798614171,0.0005468465320379555,0.023094646353492274,112.441,111.598,32
2023-11-17 02:23:41.323735,109.62,107.13,106.32,106.6,60065635,0.0,0.0,GOOGL,-0.028701594533029673,-0.029121540223536628,0.02239824022830318,111.5465,111.598,33
2023-11-20 02:23:41.323735,106.4,109.74,108.6,109.2,70242024,0.0,0.0,GOOGL,0.024390243902439046,0.024097551579060524,0.02250566811866224,110.99899999999998,111.598,34
2023-11-21 02:23:41.323735,108.85,107.92,105.55,105.57,30183705,0.0,0.0,GOOGL,-0.033241758241758346,-0.033806823309201296,0.02336551675584669,110.34049999999999,111.598,35
2023-11-22 02:23:41.323735,105.96,108.4,106.27,106.28,21148692,0.0,0.0,GOOGL,0.006725395472198636,0.006702880890009373,0.023197678490433304,109.84650000000002,111.598,36
2023-11-23 02:23:41.323735,106.19,103.03,99.97,100.54,66746155,0.0,0.0,GOOGL,-0.05400828001505453,-0.05552146262718353,0.0255201784669642,109.02050000000001,111.598,37
2023-11-24 02:23:41.323735,100.22,98.39,96.82,96.89,56581845,0.0,0.0,GOOGL,-0.0363039586234335,-0.036979343867516466,0.02620392304099425,108.128,111.598,38
2023-11-27 02:23:41.323735,97.53,97.9,97.39,97.52,61978374,0.0,0.0,GOOGL,0.00650221901124981,0.006481170776103269,0.02580719776477185,107.446,111.598,39
2023-11-28 02:23:41.323735,98.21,100.45,99.17,99.59,70289298,0.0,0.0,GOOGL,0.021226415094339757,0.021004272770532215,0.02485453914124297,106.67550000000001,111.598,40
2023-11-29 02:23:41.323735,99.29,101.21,98.26,100.17,68168656,0.0,0.0,GOOGL,0.005823877899387542,0.0058069846801247285,0.02501321424094403,105.96000000000001,111.598,41
2023-11-30 02:23:41.323735,99.23,100.42,98.88,99.94,77655208,0.0,0.0,GOOGL,-0.0022960966357192802,-0.002298736707613896,0.024952697947895928,105.22049999999999,111.598,42
2023-12-01 02:23:41.323735,100.45,100.36,98.48,99.2,52156104,0.0,0.0,GOOGL,-0.0074044426655992535,-0.007431991625231737,0.024220140594517242,104.6285,111.598,43
2023-12-04 02:23:41.323735,98.86,95.25,94.63,95.18,49309737,0.0,0.0,GOOGL,-0.0405241935483871,-0.04136817859786271,0.025443027927311693,103.90150000000001,111.598,44
2023-12-05 02:23:41.323735,95.56,94.34,92.41,93.39,44113231,0.0,0.0,GOOGL,-0.018806471947888315,-0.018985562571338013,0.02546084289163156,103.06649999999999,111.598,45
2023-12-06 02:23:41.323735,92.47,93.24,91.53,92.32,29221462,0.0,0.0,GOOGL,-0.011457329478530953,-0.011523470361837124,0.02505102370170771,102.3305,111.598,46
2023-12-07 02:23:41.323735,92.73,95.91,94.86,94.98,54356433,0.0,0.0,GOOGL,0.02881282495667259,0.02840554036118649,0.02604021152248608,101.67099999999999,111.598,47
2023-12-08 02:23:41.323735,94.41,97.58,94.4,95.94,36620751,0.0,0.0,GOOGL,0.010107391029690493,0.010056652952942115,0.026202253717621575,101.139,111.598,48
2023-12-11 02:23:41.323735,96.29,92.98,91.48,91.65,75278450,0.0,0.0,GOOGL,-0.04471544715447151,-0.045746021788203806,0.02767578027599724,100.4295,111.598,49
2023-12-12 02:23:41.323735,91.66,93.6,91.86,92.47,54991448,0.0,0.0,GOOGL,0.008947081287506764,0.008907293303833181,0.02780945251458614,99.8435,111.0474,50
2023-12-13 02:23:41.323735,92.03,92.25,91.2,91.67,55570410,0.0,0.0,GOOGL,-0.00865145452579208,-0.008689095615862945,0.024179007564871433,98.9425,110.4868,51
2023-12-14 02:23:41.323735,91.49,90.23,89.25,90.16,41295479,0.0,0.0,GOOGL,-0.016472128286244225,-0.01660930224216347,0.024137690018113184,97.963,109.8608,52
2023-12-15 02:23:41.323735,90.47,92.48,90.83,91.64,23119361,0.0,0.0,GOOGL,0.016415261756876687,0.016281987853773935,0.024356207218175618,97.215,109.1816,53
2023-12-18 02:23:41.323735,91.68,94.39,92.82,94.11,21904625,0.0,0.0,GOOGL,0.026953295504146713,0.02659645328540175,0.02453749652136371,96.4605,108.5634,54
2023-12-19 02:23:41.323735,94.39,97.98,94.31,96.42,45400108,0.0,0.0,GOOGL,0.02454574434172785,0.024249338106779827,0.024701271257099127,96.00300000000001,108.00299999999999,55
2023-12-20 02:23:41.323735,97.37,95.23,94.27,94.46,25073922,0.0,0.0,GOOGL,-0.02032773283551137,-0.02053718450950523,0.024810311164605102,95.412,107.31559999999999,56
2023-12-21 02:23:41.323735,93.72,95.35,93.21,93.83,56410817,0.0,0.0,GOOGL,-0.00666948973110304,-0.006691830166012687,0.0220519459937474,95.0765,106.5706,57
2023-12-22 02:23:41.323735,94.59,94.83,93.71,94.72,72858380,0.0,0.0,GOOGL,0.009485239262496004,0.009440536833737257,0.020775792992074587,94.968,105.8692,58
2023-12-25 02:23:41.323735,94.77,97.42,96.15,97.2,72974888,0.0,0.0,GOOGL,0.026182432432432456,0.025845540330697865,0.021595969878461463,94.952,105.1848,59
2023-12-26 02:23:41.323735,96.77,96.84,95.67,96.1,59542724,0.0,0.0,GOOGL,-0.011316872427983626,-0.011381395490146672,0.021138282956046077,94.7775,104.50380000000001,60
2023-12-27 02:23:41.323735,95.46,95.86,94.02,95.72,32673909,0.0,0.0,GOOGL,-0.003954214360041619,-0.003962052936074229,0.021071280534667648,94.555,103.8392,61
2023-12-28 02:23:41.323735,95.63,93.1,92.22,93.02,71779809,0.0,0.0,GOOGL,-0.028207271207689177,-0.028612739244221707,0.02186823142017099,94.209,103.10600000000001,62
2023-12-29 02:23:41.323735,93.45,90.19,89.36,90.18,73165606,0.0,0.0,GOOGL,-0.0305310685874004,-0.03100685080301267,0.02268974691502061,93.758,102.41980000000001,63
2024-01-01 02:23:41.323735,90.12,94.83,91.36,92.2,31799215,0.0,0.0,GOOGL,0.022399645154136172,0.02215245756961002,0.02177722849648164,93.609,101.8608,64
2024-01-02 02:23:41.323735,92.9,96.5,94.59,95.6,64245565,0.0,0.0,GOOGL,0.03687635574837311,0.03621268949480747,0.02295723006544007,93.71950000000001,101.398,65
2024-01-03 02:23:41.323735,94.91,96.19,93.69,95.51,37191172,0.0,0.0,GOOGL,-0.000941422594142094,-0.0009418660107092349,0.022766378614465017,93.879,100.985,66
2024-01-04 02:23:41.323735,95.51,98.74,96.29,98.09,68158418,0.0,0.0,GOOGL,0.027012878232645754,0.02665447052957803,0.022657884987761848,94.03450000000001,100.6056,67
2024-01-05 02:23:41.323735,97.47,99.96,99.12,99.12,79834273,0.0,0.0,GOOGL,0.01050056070955252,0.0104458127446628,0.022665589291392903,94.1935,100.2932,68
2024-01-08 02:23:41.323735,99.3,99.11,96.19,97.5,21801560,0.0,0.0,GOOGL,-0.016343825665859568,-0.01647885931708552,0.020367374778067777,94.486,100.02,69
2024-01-09 02:23:41.323735,97.94,99.22,98.5,98.56,73841951,0.0,0.0,GOOGL,0.010871794871794904,0.010813121781408187,0.020400006634462314,94.7905,99.69120000000001,70
2024-01-10 02:23:41.323735,98.35,103.06,102.31,102.74,57357832,0.0,0.0,GOOGL,0.04241071428571419,0.041536025253912055,0.021949890086043228,95.34400000000001,99.45639999999999,71
2024-01-11 02:23:41.323735,101.41,103.12,102.63,102.75,78402957,0.0,0.0,GOOGL,9.733307377857159e-05,9.732833722229256e-05,0.02136415194366897,95.9735,99.2168,72
2024-01-12 02:23:41.323735,102.86,107.32,106.43,107.19,47900571,0.0,0.0,GOOGL,0.04321167883211685,0.042304107327084194,0.022793138628747163,96.751,99.1398,73
2024-01-15 02:23:41.323735,107.43,101.01,98.72,99.89,70843275,0.0,0.0,GOOGL,-0.06810336785147864,-0.07053338015936972,0.02797853084132616,97.03999999999999,98.94319999999999,74
2024-01-16 02:23:41.323735,100.09,102.95,101.99,102.11,23743644,0.0,0.0,GOOGL,0.02222444689158065,0.02198108302338816,0.027890695995030208,97.32449999999999,98.78359999999999,75
2024-01-17 02:23:41.323735,102.75,102.77,102.0,102.45,40116743,0.0,0.0,GOOGL,0.003329742434629246,0.0033242111174620844,0.027334506499369207,97.724,98.6918,76
2024-01-18 02:23:41.323735,101.91,101.78,100.9,101.74,24020992,0.0,0.0,GOOGL,-0.006930209858467595,-0.006954335290289851,0.027340138485358007,98.11949999999999,98.5632,77
2024-01-19 02:23:41.323735,102.08,102.19,101.61,102.08,78520588,0.0,0.0,GOOGL,0.003341851779044669,0.003336280201860835,0.027314659562212257,98.4875,98.47319999999999,78
2024-01-22 02:23:41.323735,102.69,98.83,96.58,96.83,69018434,0.0,0.0,GOOGL,-0.051430250783699005,-0.05279995597303995,0.029443548619641942,98.46900000000001,98.29299999999999,79
2024-01-23 02:23:41.323735,95.97,97.05,95.41,96.37,71152845,0.0,0.0,GOOGL,-0.004750593824227933,-0.004761913760243591,0.029344507527237135,98.48249999999999,98.1366,80
2024-01-24 02:23:41.323735,96.52,99.31,95.45,97.36,76277913,0.0,0.0,GOOGL,0.010272906506173962,0.010220498816075523,0.02940185110549434,98.5645,97.89,81
2024-01-25 02:23:41.323735,97.11,102.06,101.07,101.18,25106209,0.0,0.0,GOOGL,0.03923582580115048,0.03848566018451841,0.029709619344717896,98.9725,97.71860000000001,82
2024-01-26 02:23:41.323735,101.13,100.43,99.82,99.92,43135855,0.0,0.0,GOOGL,-0.012453053963233929,-0.012531243046467888,0.028845757881997284,99.4595,97.585,83
2024-01-29 02:23:41.323735,100.1,98.14,97.47,97.89,24262093,0.0,0.0,GOOGL,-0.02031625300240192,-0.020525466543983288,0.029112019582280414,99.744,97.35880000000002,84
2024-01-30 02:23:41.323735,97.65,96.99,94.65,96.72,32647586,0.0,0.0,GOOGL,-0.01195219123505975,-0.0120241929668017,0.028190207211166756,99.8,97.18179999999998,85
2024-01-31 02:23:41.323735,96.4,100.58,97.51,99.11,33761946,0.0,0.0,GOOGL,0.024710504549214196,0.024410138112079826,0.028678261228164383,99.97999999999999,97.0384,86
2024-02-01 02:23:41.323735,99.13,100.9,99.35,100.07,48146432,0.0,0.0,GOOGL,0.009686207244475664,0.009639596683747451,0.028147537921550617,100.079,97.029,87
2024-02-02 02:23:41.323735,99.53,100.6,97.75,98.78,36113730,0.0,0.0,GOOGL,-0.012890976316578318,-0.012974785989885853,0.028234491966919,100.06199999999998,97.06679999999999,88
2024-02-05 02:23:41.323735,98.24,100.77,99.53,100.19,26058686,0.0,0.0,GOOGL,0.014274144563676927,0.01417322815869291,0.02811945756446685,100.19649999999999,97.12020000000001,89
2024-02-06 02:23:41.323735,100.53,100.63,100.52,100.54,30049465,0.0,0.0,GOOGL,0.0034933626110391636,0.003487274993257701,0.028041666574798264,100.29549999999999,97.1392,90
2024-02-07 02:23:41.323735,99.96,105.57,101.57,103.16,28836533,0.0,0.0,GOOGL,0.02605927988860146,0.025725522748714754,0.027001285691565586,100.31649999999999,97.199,91
2024-02-08 02:23:41.323735,103.5,103.61,98.85,101.39,78384607,0.0,0.0,GOOGL,-0.017157813105854958,-0.01730671404865558,0.027290816230570367,100.2485,97.22800000000001,92
2024-02-09 02:23:41.323735,101.63,101.37,99.15,100.65,65557550,0.0,0.0,GOOGL,-0.00729855015287495,-0.007325314878687845,0.025317356775352906,99.92150000000001,97.257,93
2024-02-12 02:23:41.323735,99.78,102.28,97.46,99.73,78065687,0.0,0.0,GOOGL,-0.009140586189766542,-0.009182617672023935,0.020240796761864657,99.9135,97.34800000000001,94
2024-02-13 02:23:41.323735,99.39,96.87,94.74,95.9,46384429,0.0,0.0,GOOGL,-0.03840368996289978,-0.03916055252438399,0.021269236192228657,99.603,97.3982,95
2024-02-14 02:23:41.323735,96.47,98.23,96.44,96.75,36702108,0.0,0.0,GOOGL,0.008863399374348324,0.008824350020498695,0.021390408362940316,99.31800000000001,97.4868,96
2024-02-15 02:23:41.323735,96.28,98.35,96.48,97.5,67897591,0.0,0.0,GOOGL,0.007751937984496138,0.0077220460939103185,0.021487120355441442,99.10600000000001,97.5372,97
2024-02-16 02:23:41.323735,97.27,99.82,97.43,97.61,39575235,0.0,0.0,GOOGL,0.0011282051282051064,0.0011275691830722162,0.021464358886540913,98.8825,97.5706,98
2024-02-19 02:23:41.323735,97.84,98.44,96.02,97.11,37963002,0.0,0.0,GOOGL,-0.005122425980944589,-0.00513559058061107,0.018085044577968785,98.8965,97.67980000000001,99
2024-02-20 02:23:41.323735,97.49,93.89,93.23,93.58,33950359,0.0,0.0,GOOGL,-0.03635053032643398,-0.037027671168192486,0.01984426239289704,98.757,97.70200000000001,100
2024-02-21 02:23:41.323735,93.46,93.25,92.63,92.65,27780738,0.0,0.0,GOOGL,-0.009938020944646242,-0.009987732706701391,0.019739283617098296,98.5215,97.7216,101
2024-02-22 02:23:41.323735,92.37,93.87,91.03,91.92,35387783,0.0,0.0,GOOGL,-0.007879114948731836,-0.007910319190868596,0.017166215527263225,98.0585,97.7568,102
2024-02-23 02:23:41.323735,92.58,90.52,89.56,90.11,41319184,0.0,0.0,GOOGL,-0.01969103568320285,-0.01988748729355435,0.0174139569600962,97.56800000000001,97.72619999999999,103
2024-02-26 02:23:41.323735,90.89,90.66,88.76,89.83,60439652,0.0,0.0,GOOGL,-0.003107313283764346,-0.003112151005830751,0.017038901322816807,97.16499999999999,97.6406,104
